0,label,score,Datetime,Text,Username,Hashtag
"{'label': 'Negative', 'score': 0.6298991441726685}",Negative,0.6298991441726685,2022-10-23 17:09:35+00:00,"@TristanSnell JD Vance really did say he does not care about Ukraine.

#TimRyan #VoteBlueDownBallotLocalStateFederal https://t.co/47hBxO1Mjq",ifindkarma,TimRyan
"{'label': 'Negative', 'score': 0.8594063520431519}",Negative,0.8594063520431519,2022-10-23 17:18:13+00:00,He votes 100% with #Biden &amp; #NancyPelosi he’s more #progressive than a #moderate he claims to be. Has pulled nothing great off in his 20yrs. VOTE #TimRyan OUT!!! @RepTimRyan #DemocratsDividingAndDestroyingAmerica #BidensAmerica #DemocratsFailedPolicies https://t.co/0o0iJ4214U,ZeffersStudios,TimRyan
"{'label': 'Positive', 'score': 0.9285233020782471}",Positive,0.9285233020782471,2022-10-23 18:44:59+00:00,"Get out the vote for @TimRyan with @davematthewsbnd 🤩
tomorrow in #Columbus for free! You get to support the best candidate for senator &amp; rock out with Dave Matthews💙

#Ohio #VoteBlueToProtectYourRights #Vote #DemCast #TimRyan #VoteBlue 

https://t.co/3CUqEID8ta",TheJenniWren,TimRyan
"{'label': 'Neutral', 'score': 0.9358764886856079}",Neutral,0.9358764886856079,2022-10-23 19:00:27+00:00,@TristanSnell @1FreshTake #TimRyan,JoChiaradia,TimRyan
"{'label': 'Negative', 'score': 0.9204437732696533}",Negative,0.9204437732696533,2022-10-23 19:27:04+00:00,This statement alone shows how unqualified JD Vance is to be in the US Senate. Disgraceful. #ohio #timryan #voteblue https://t.co/K7QQLBWh4I,TheVladiqueer2,TimRyan
"{'label': 'Negative', 'score': 0.8869854211807251}",Negative,0.8869854211807251,2022-10-23 20:41:21+00:00,@RepTimRyan Zelinsky is committing mass genocide and #timryan is supporting it,Patrick92067765,TimRyan
"{'label': 'Negative', 'score': 0.8685929775238037}",Negative,0.8685929775238037,2022-10-23 20:54:08+00:00,"Attention voters: if you are not white, Christian, or rich, the @GOP doesn’t care about you, except as shills they can fleece. They want to take your right to choose, to get help, and to exercise your freedoms. REPUBLICANS DO NOT CARE ABOUT you. #BlueWave #Warnock #TimRyan",EditTeach,TimRyan
"{'label': 'Negative', 'score': 0.48730701208114624}",Negative,0.48730701208114624,2022-10-23 20:56:19+00:00,"@ProjectLincoln Defeat #JDVance
Elect @RepTimRyan 
#Roevember #VoteBlueDownBallotLocalStateFederal #ReformSCOTUS
https://t.co/loP2hUETou",emmydarcy88,JDVance
"{'label': 'Neutral', 'score': 0.5989908576011658}",Neutral,0.5989908576011658,2022-10-23 20:59:43+00:00,"Defeat #JDVance
Elect @RepTimRyan
#Roevember #VoteBlueDownBallotLocalStateFederal #ReformSCOTUS
https://t.co/loP2hUETou",emmydarcy88,JDVance
"{'label': 'Neutral', 'score': 0.7792590260505676}",Neutral,0.7792590260505676,2022-10-23 21:09:23+00:00,#VoteBlueForDemocracy #TimRyan #urkaine #StandWithUkraine️ https://t.co/tPejxs3Rjr,Ivyleaguer1,TimRyan
"{'label': 'Neutral', 'score': 0.9285165071487427}",Neutral,0.9285165071487427,2022-10-23 21:12:44+00:00,#timryan #ohio https://t.co/ZbhRrzP61u,Abiud_Amaro,TimRyan
"{'label': 'Neutral', 'score': 0.8777173757553101}",Neutral,0.8777173757553101,2022-10-23 21:49:59+00:00,#Ohio #TimRyan https://t.co/Vj6ExK9fDr,Annapolis57,TimRyan
"{'label': 'Negative', 'score': 0.6617059707641602}",Negative,0.6617059707641602,2022-10-23 22:26:31+00:00,@TimRyan but you hire a California advertising firm for $6.6 million ... how about Ohio ad firms...whose side you really on? #TimRyan #OHSen #Ohio,_PaulWasilewski,TimRyan
"{'label': 'Neutral', 'score': 0.8775444626808167}",Neutral,0.8775444626808167,2022-10-23 22:42:55+00:00,@joncoopertweets @btsy7 @TimRyan #TimRyan,koredsoxfan,TimRyan
"{'label': 'Neutral', 'score': 0.8456698656082153}",Neutral,0.8456698656082153,2022-10-23 23:19:03+00:00,@kmeeo #VoteBlue #FlipOhio #TimRyan,GaddyTam12ge,TimRyan
"{'label': 'Neutral', 'score': 0.9211795330047607}",Neutral,0.9211795330047607,2022-10-23 23:24:46+00:00,#Ohio #TimRyan #Ukraine #VOTE https://t.co/StwfuDdZb4,Annapolis57,TimRyan
"{'label': 'Positive', 'score': 0.7533282041549683}",Positive,0.7533282041549683,2022-10-23 23:45:59+00:00,@brinik420 @TimRyan I'm sending $50 right now to @TimRyan for this tweet! #TimRyan will win #Ohio. Anyone want to match? Ohio,Matthew13030611,TimRyan
"{'label': 'Neutral', 'score': 0.574416995048523}",Neutral,0.574416995048523,2022-10-23 23:47:21+00:00,@TristanSnell apples and oranges #JDVance will do great however the @DNC wants to put a REAL #stooge in the #Senate  #Fetterman,katidid7,JDVance
"{'label': 'Negative', 'score': 0.7606702446937561}",Negative,0.7606702446937561,2022-10-23 23:54:26+00:00,"@TimRyan If we win Ohio, we’ll learn that Democrats can win Ohio by shitting on the Democratic Party. #TimRyan #RIPDemocracy",kturet,TimRyan
"{'label': 'Positive', 'score': 0.5653930306434631}",Positive,0.5653930306434631,2022-10-23 23:55:18+00:00,"Good news for #TimRyan and for #DemocracyMatters    In #Ohio, #Vance faces backlash in #Ukrainian community over war stance https://t.co/1k3Z3G3gQ3",VeronicaMonet,TimRyan
"{'label': 'Neutral', 'score': 0.9137409329414368}",Neutral,0.9137409329414368,2022-10-24 00:11:24+00:00,#Ohio #TimRyan #Voting #EarlyVote https://t.co/oNhDUocL6D,StevenHarp_,TimRyan
"{'label': 'Negative', 'score': 0.7102100253105164}",Negative,0.7102100253105164,2022-10-24 00:32:33+00:00,"@TimRyan bro, I already handed in my ballot for you. I also got my #republican dad who after 50 years to vote for you. He even said #jdvance is a moron. Can you chill it with asking me for money?",danmerk,JDVance
"{'label': 'Neutral', 'score': 0.4809083342552185}",Neutral,0.4809083342552185,2022-10-24 00:35:37+00:00,"@TimRyan Hello #Ohio 

Say NO to #JDVance who is just another 🤡Clown🤡.  

#VoteBlueToSaveSocialSecurityandMedicare 

#VoteBlueForDemocracy 

       @swingleft 

#RoeRoeRoeYourVote 

   #RoevemberIsComing 

       #Roevember8th",InconvenientTr5,JDVance
"{'label': 'Neutral', 'score': 0.5002144575119019}",Neutral,0.5002144575119019,2022-10-24 00:37:08+00:00,"@joncoopertweets Hello #Ohio 

Say NO to #JDVance who is just another 🤡Clown🤡.  

#VoteBlueToSaveSocialSecurityandMedicare 

#VoteBlueForDemocracy 

       @swingleft 

#RoeRoeRoeYourVote 

   #RoevemberIsComing 

       #Roevember8th",InconvenientTr5,JDVance
"{'label': 'Neutral', 'score': 0.4857511818408966}",Neutral,0.4857511818408966,2022-10-24 00:37:23+00:00,"@JoshKraushaar Hello #Ohio 

Say NO to #JDVance who is just another 🤡Clown🤡.  

#VoteBlueToSaveSocialSecurityandMedicare 

#VoteBlueForDemocracy 

       @swingleft 

#RoeRoeRoeYourVote 

   #RoevemberIsComing 

       #Roevember8th",InconvenientTr5,JDVance
"{'label': 'Neutral', 'score': 0.5238718390464783}",Neutral,0.5238718390464783,2022-10-24 00:37:34+00:00,"@TristanSnell Hello #Ohio 

Say NO to #JDVance who is just another 🤡Clown🤡.  

#VoteBlueToSaveSocialSecurityandMedicare 

#VoteBlueForDemocracy 

       @swingleft 

#RoeRoeRoeYourVote 

   #RoevemberIsComing 

       #Roevember8th",InconvenientTr5,JDVance
"{'label': 'Neutral', 'score': 0.9085374474525452}",Neutral,0.9085374474525452,2022-10-24 00:48:38+00:00,#ohio #JDVance https://t.co/upi0R4F8SH,fibromyalgiaAmy,JDVance
"{'label': 'Neutral', 'score': 0.6130008101463318}",Neutral,0.6130008101463318,2022-10-24 01:33:29+00:00,#VoteBlueForDemocracy #VoteBlueToSaveDemocracy #VoteBlueLikeYourLifeDependsOnIt #TimRyan #DemocratsDeliver https://t.co/HoCcMkaJkc,uwe_maletz,TimRyan
"{'label': 'Neutral', 'score': 0.6527523994445801}",Neutral,0.6527523994445801,2022-10-24 01:49:02+00:00,"Dear #JDVance I realize you are new to this. I’m confused when you say it’s your turn. You do realize you are running for Portman’s seat, not Ryan’s, right?! #TimRyan",anna_kariena,JDVance
"{'label': 'Neutral', 'score': 0.6527523994445801}",Neutral,0.6527523994445801,2022-10-24 01:49:02+00:00,"Dear #JDVance I realize you are new to this. I’m confused when you say it’s your turn. You do realize you are running for Portman’s seat, not Ryan’s, right?! #TimRyan",anna_kariena,TimRyan
"{'label': 'Negative', 'score': 0.8674713969230652}",Negative,0.8674713969230652,2022-10-24 02:11:50+00:00,"If you are #Ukrainian or #Polish and you live in #Ohio, don’t vote for J.D. Vance. While Ukraine and Poland fight for our freedom, Vance stabs them in the back. #midterms #ohiomidterms #ohio2022 #midtermelections
#putin #ukraine #kherson #TimRyan

https://t.co/XGzFpYsB7a",DonChess6,TimRyan
"{'label': 'Negative', 'score': 0.5329751372337341}",Negative,0.5329751372337341,2022-10-24 02:24:29+00:00,"Republicans: All lives matter
Also Republicans: Ukraine doesn't matter 

#jdvance #Ohio https://t.co/QP1NtXzfUp",dayashappiness_,JDVance
"{'label': 'Negative', 'score': 0.6454169154167175}",Negative,0.6454169154167175,2022-10-24 02:41:36+00:00,"In Ohio, Vance faces backlash in Ukrainian community over war stance https://t.co/qt187oxOIH 

Vote #TimRyan for Senator in Ohio, do NOT vote for Vance.",BruceKB,TimRyan
"{'label': 'Negative', 'score': 0.8529706597328186}",Negative,0.8529706597328186,2022-10-24 03:05:04+00:00,@TimRyan Exactly. Thats why we are voting RED!  Sick of dems supporting illegals and criminals before citizens. Oh and the Inflation bill u signed has sunk us all. #JDVance to “ save our Democracy” as you dems repeat 24/7.,starrstock55,JDVance
"{'label': 'Negative', 'score': 0.8791096210479736}",Negative,0.8791096210479736,2022-10-24 03:29:56+00:00,@JoeBiden time for beddy bye Joey.. nobody listens to you or your buddy #timryan who doesn't want your endorsement.,CLEVELANDFILL,TimRyan
"{'label': 'Neutral', 'score': 0.9324003458023071}",Neutral,0.9324003458023071,2022-10-24 03:39:19+00:00,https://t.co/olSeE7QHw9 #Ohio #Cleveland #Youngstown #Browns #CincinnatiBengals #Cincinnati #TimRyan #JDVance,MarkhNYC,JDVance
"{'label': 'Neutral', 'score': 0.9324003458023071}",Neutral,0.9324003458023071,2022-10-24 03:39:19+00:00,https://t.co/olSeE7QHw9 #Ohio #Cleveland #Youngstown #Browns #CincinnatiBengals #Cincinnati #TimRyan #JDVance,MarkhNYC,TimRyan
"{'label': 'Neutral', 'score': 0.7688776850700378}",Neutral,0.7688776850700378,2022-10-24 04:20:13+00:00,"ELECT
#TimRYAN, 
OHIO!! https://t.co/KN7f2BX2Ms",redhed67,TimRyan
"{'label': 'Neutral', 'score': 0.8422613739967346}",Neutral,0.8422613739967346,2022-10-24 04:27:40+00:00,"ELECT
#TimRYAN, 
OHIO! https://t.co/UbNZHiomVx",redhed67,TimRyan
"{'label': 'Neutral', 'score': 0.6716557145118713}",Neutral,0.6716557145118713,2022-10-24 04:41:33+00:00,"""Irena Stolar's voted Republican...from #RichardNixon to #DonaldTrump...in #midterms, Stolar will cast 1st #vote for #Democrat. Originally from #Ukraine, Stolar refuses support #JDVance #Republican nominee #US Senate #Ohio, who's said he wants cut off #aid to #war-torn #country"" https://t.co/rmzoZj705S",AstuteCitizen,JDVance
"{'label': 'Negative', 'score': 0.7864965796470642}",Negative,0.7864965796470642,2022-10-24 05:46:18+00:00,@AP Still trying to connect? When you going to endorce #timryan. Haaaaa!,CLEVELANDFILL,TimRyan
"{'label': 'Negative', 'score': 0.6013118624687195}",Negative,0.6013118624687195,2022-10-24 07:01:54+00:00,"In Ohio, Vance supports butcher Putin — faces backlash in Ukrainian community over war stance - The Washington Post #Ohio #jdvance  https://t.co/gG5BKRPPYz",TrumpGrill,JDVance
"{'label': 'Negative', 'score': 0.8159686923027039}",Negative,0.8159686923027039,2022-10-24 08:49:00+00:00,"Bizarre how #Republican extremists like #JDVance can say #Ukraine doesn't matter to #Ohio. #Freedom, #democracy and standing up against war criminal child killers like #Putin surely matter to all Americans.  
#Midterms #VoteBlueToSaveDemocracy 
https://t.co/zBpaMjsHxY",paulknott11,JDVance
"{'label': 'Positive', 'score': 0.818256676197052}",Positive,0.818256676197052,2022-10-24 11:39:52+00:00,This is our era to get things done in Northeast Ohio. Our best chance to move forward faster comes with the election of @TimRyan to US Senate. Vote #TimRyan Vote #ChrisRonayne https://t.co/7tT2Ujy4J3,chrisronayne,TimRyan
"{'label': 'Neutral', 'score': 0.9400057792663574}",Neutral,0.9400057792663574,2022-10-24 12:01:00+00:00,"https://t.co/abUBGLr8R8

Ohio Senate Deep Dive | JD Vance vs. Tim Ryan
#OHSen #JDVance #TimRyan #Ohio #2022Midterms",PoliticalExcess,JDVance
"{'label': 'Neutral', 'score': 0.9400057792663574}",Neutral,0.9400057792663574,2022-10-24 12:01:00+00:00,"https://t.co/abUBGLr8R8

Ohio Senate Deep Dive | JD Vance vs. Tim Ryan
#OHSen #JDVance #TimRyan #Ohio #2022Midterms",PoliticalExcess,TimRyan
"{'label': 'Neutral', 'score': 0.942742645740509}",Neutral,0.942742645740509,2022-10-24 13:42:18+00:00,🚥Today's Reminder #TimRyan #OHSen Ohioans Vote Yes Issues 1 &amp; 2... https://t.co/Go24LcwV8k,_PaulWasilewski,TimRyan
"{'label': 'Positive', 'score': 0.8643956780433655}",Positive,0.8643956780433655,2022-10-24 13:43:42+00:00,"The People’s Campaign Proudly Endorses #TimRyan of #Ohio for the United States Senate. 

#saveoursenate #November8th #midterms #KeepDemocracyAlive https://t.co/H3wI6nTpyU",ThePeoplesCamp1,TimRyan
"{'label': 'Neutral', 'score': 0.8101027011871338}",Neutral,0.8101027011871338,2022-10-24 13:43:57+00:00,"@Rick_Neal @TimRyan 👎 #TimRyan supports PRO Act
https://t.co/x9bmDCoWcq",_PaulWasilewski,TimRyan
"{'label': 'Neutral', 'score': 0.5783047676086426}",Neutral,0.5783047676086426,2022-10-24 13:47:19+00:00,I may be a blue dot in a backwards-assed red Ohio district. I’m still putting in the effort. Straight Dem ticket. #TimRyan #NanWhaley https://t.co/9dPgziJImH,veganpierogi,TimRyan
"{'label': 'Negative', 'score': 0.6424338221549988}",Negative,0.6424338221549988,2022-10-24 14:05:30+00:00,"@OwenintheFirst @Angry_Staffer I live in Ohio and the DNC/ DSCC has given no money to Tim Ryan either.
Rand Paul is a loud mouth but only when he has a posse with him, if he’s alone he can do no harm.
I hope #TimRyan and #CharlesBooker  win their seats",wendy_atkin,TimRyan
"{'label': 'Negative', 'score': 0.8134496808052063}",Negative,0.8134496808052063,2022-10-24 14:18:00+00:00,"JD Vance is against a woman's right to choose &amp; same sex marriage, pushes the #BigLie, endorses the Great Replacement, &amp; said that parents should have more rights than non-parents.
Why would you vote for him when the alternative is so much better? 
#TimRyan #BlueVoices #DemVoice1 https://t.co/Gvu4V3M3n7",senseidai,TimRyan
"{'label': 'Neutral', 'score': 0.8038724660873413}",Neutral,0.8038724660873413,2022-10-24 14:20:29+00:00,"JD Vance looses Ukrainians in #Ohio
https://t.co/uzK6moQkdE #TimRyan #JDVance #Cleveland #CincinnatiBengals #Cincinnati #ClevelandBrowns #Ukraine",MarkhNYC,JDVance
"{'label': 'Neutral', 'score': 0.8038724660873413}",Neutral,0.8038724660873413,2022-10-24 14:20:29+00:00,"JD Vance looses Ukrainians in #Ohio
https://t.co/uzK6moQkdE #TimRyan #JDVance #Cleveland #CincinnatiBengals #Cincinnati #ClevelandBrowns #Ukraine",MarkhNYC,TimRyan
"{'label': 'Neutral', 'score': 0.6695910096168518}",Neutral,0.6695910096168518,2022-10-24 14:25:33+00:00,"JD Vance loses Ukrainians in #Ohio 
#TimRyan #JDVance #Cleveland #CincinnatiBengals #Cincinnati #ClevelandBrowns #Ukraine
https://t.co/uzK6moyaZw",MarkhNYC,JDVance
"{'label': 'Neutral', 'score': 0.6695910096168518}",Neutral,0.6695910096168518,2022-10-24 14:25:33+00:00,"JD Vance loses Ukrainians in #Ohio 
#TimRyan #JDVance #Cleveland #CincinnatiBengals #Cincinnati #ClevelandBrowns #Ukraine
https://t.co/uzK6moyaZw",MarkhNYC,TimRyan
"{'label': 'Negative', 'score': 0.634477436542511}",Negative,0.634477436542511,2022-10-24 14:27:41+00:00,"@clevelanddotcom What a joke of an opinion piece. Admits Vance is a sub par candidate but that doesn’t matter?! Ohio needs to pick a senator that stands with working people just like Sherrod Brown does. And one that wants to protect democracy, women’s health &amp; autonomy, &amp; assist Ukraine. #TimRyan",KDuBayGillis,TimRyan
"{'label': 'Negative', 'score': 0.7719922065734863}",Negative,0.7719922065734863,2022-10-24 14:55:31+00:00,#TimRyan will keep your kids behind in school https://t.co/vC9bfNx0c5,pamp00vey,TimRyan
"{'label': 'Negative', 'score': 0.5465832948684692}",Negative,0.5465832948684692,2022-10-24 15:54:46+00:00,"@CNBC Hello #Ohio 

Say NO to #JDVance who is just another 🤡Clown🤡.  

#VoteBlueForWomensRights 

#VoteBlueToSaveDemocracy 

         @swingleft 

#VoteBlueToProtectOurKidsFromGuns",InconvenientTr5,JDVance
"{'label': 'Negative', 'score': 0.535659670829773}",Negative,0.535659670829773,2022-10-24 15:54:53+00:00,"@EmmaKinery Hello #Ohio 

Say NO to #JDVance who is just another 🤡Clown🤡.  

#VoteBlueForWomensRights 

#VoteBlueToSaveDemocracy 

         @swingleft 

#VoteBlueToProtectOurKidsFromGuns",InconvenientTr5,JDVance
"{'label': 'Neutral', 'score': 0.49815231561660767}",Neutral,0.49815231561660767,2022-10-24 16:03:05+00:00,In the #Ohio Senate race 2 new polls have #TimRyan in a dead heat with Trump ass kisser J.D. Vance. Any help you can give Ryan to flip this seat blue would be appreciated! #VoteBlueToSaveAmerica,Minuteman04,TimRyan
"{'label': 'Negative', 'score': 0.5803938508033752}",Negative,0.5803938508033752,2022-10-24 16:28:52+00:00,"@jennobenno @TimRyan #TimRyan 
#BlueWave 
#VoteBlueToSaveDemocracy",mickimmiller,TimRyan
"{'label': 'Negative', 'score': 0.6617059707641602}",Negative,0.6617059707641602,2022-10-24 16:45:30+00:00,@TimRyan but you hire a California advertising firm for $6.6 million ... how about Ohio ad firms...whose side you really on? #TimRyan #OHSen #Ohio,_PaulWasilewski,TimRyan
"{'label': 'Neutral', 'score': 0.9345982670783997}",Neutral,0.9345982670783997,2022-10-24 17:03:15+00:00,What did @JDVance1 know? And when did #JDVance know it? https://t.co/dYPPrBjmTu,garlandgates,JDVance
"{'label': 'Neutral', 'score': 0.592987596988678}",Neutral,0.592987596988678,2022-10-24 17:14:51+00:00,#Ohio Do yourself a favor and take a serious look at the platform of #TimRyan It’s #MadeInAmerica #TheRealThing #VoteForTimRyan https://t.co/18n8rEx2E2,donnastowe1,TimRyan
"{'label': 'Negative', 'score': 0.506523609161377}",Negative,0.506523609161377,2022-10-24 17:33:14+00:00,@Rick_Neal @TimRyan I am but not for you!  #jdvance,Lora19671,JDVance
"{'label': 'Positive', 'score': 0.978743851184845}",Positive,0.978743851184845,2022-10-24 17:53:04+00:00,I'm pretty excited to be photographing @TimRyan and #davematthews this evening at @KembaLive. @promowestlive @davematthewsbnd #dmb #TimRyan,CoverPhoto,TimRyan
"{'label': 'Positive', 'score': 0.9698179364204407}",Positive,0.9698179364204407,2022-10-24 17:54:05+00:00,✨Dreams do come true ✨ #favoritebar #favoriteguy #TimRyan https://t.co/NdM0nPreqF,HilaryBarrett91,TimRyan
"{'label': 'Neutral', 'score': 0.8791952133178711}",Neutral,0.8791952133178711,2022-10-24 18:08:41+00:00,"#ohio #TimRyan #OHSen  🇺🇸 
PAY ATTENTION  🚨 OHIO https://t.co/F4BaTT2fDU",mistermedieval,TimRyan
"{'label': 'Neutral', 'score': 0.8498926758766174}",Neutral,0.8498926758766174,2022-10-24 18:18:46+00:00,#pelosipuppy @TimRyan #TimRyan https://t.co/WTxLWedK7g,RWGII,TimRyan
"{'label': 'Positive', 'score': 0.6822072267532349}",Positive,0.6822072267532349,2022-10-24 18:22:07+00:00,"CHOOSE
#TimRYAN,
OHIO!

💙🌊💙🌊💙🌊💙🌊 https://t.co/7mO8qCKlsa",redhed67,TimRyan
"{'label': 'Negative', 'score': 0.8513196110725403}",Negative,0.8513196110725403,2022-10-24 18:35:48+00:00,"There's a #TimRyan Attack AD On YouTube, That You CAN'T  SKIP. The #GOP Are Sinking Low!",ChrisMichaelW,TimRyan
"{'label': 'Neutral', 'score': 0.5105221271514893}",Neutral,0.5105221271514893,2022-10-24 18:49:58+00:00,"Tim Ryan Exudes Ohio Authenticity. For Democrats in 2022, It May Not Be Enough. #TimRyan #AssKicker https://t.co/srPrIvMmi9 via @Yahoo",PatientDay,TimRyan
"{'label': 'Positive', 'score': 0.8780839443206787}",Positive,0.8780839443206787,2022-10-24 19:11:29+00:00,🌊💙🌊💙🇺🇸 #TimRyan https://t.co/i8PmnozcR9,GedertTimothy,TimRyan
"{'label': 'Positive', 'score': 0.5172500610351562}",Positive,0.5172500610351562,2022-10-24 19:14:50+00:00,"He's in a dead heat with his opponent. We can make a difference in the #Senate. Join the team to #elect Democrat #TimRyan! https://t.co/eNg2lplZWd 

#elections2022 #DemocracyIsOnTheBallot #democracy",marty_hoag,TimRyan
"{'label': 'Positive', 'score': 0.9584459066390991}",Positive,0.9584459066390991,2022-10-24 19:24:49+00:00,@TimRyan This is great! Vote @TimRyan #TimRyan for Senate not JD Vance,JustinMLung,TimRyan
"{'label': 'Negative', 'score': 0.5820366740226746}",Negative,0.5820366740226746,2022-10-24 19:25:39+00:00,@dscc Start funding #timryan 's campaign!!!,catdaddyjb,TimRyan
"{'label': 'Negative', 'score': 0.9285668730735779}",Negative,0.9285668730735779,2022-10-24 19:39:35+00:00,#TimRyan proudly stands with ppl who don't care that our children suffered due to lockdown that caused more harm than good🤬 https://t.co/pk5BKbgGr7,pamp00vey,TimRyan
"{'label': 'Neutral', 'score': 0.5071982145309448}",Neutral,0.5071982145309448,2022-10-24 19:40:09+00:00,"@Jim_Jordan Just reminding you 100% of House #MAGA Republicans said NO to:

🔹COVID Relief
🔹$1400 checks
🔹Child Tax Credits
🔹Lower Rx drugs costs
🔹Lower health care premiums
🔹Capping insulin at $35/mo. on Medicare
🔹Stopping gas price-gouging
🔹Lowering inflation 
#JimJordan #JDVance https://t.co/31dHs7u6M7",celebritykdawg5,JDVance
"{'label': 'Neutral', 'score': 0.6237897872924805}",Neutral,0.6237897872924805,2022-10-24 19:45:09+00:00,#Ukrainian Americans in Ohio are coming out to support #TimRyan for Senate. The #GOP will cut aid to Ukraine and let #Putin have his way. https://t.co/TWqtvbx0Bv,reliablevoter,TimRyan
"{'label': 'Neutral', 'score': 0.8048152923583984}",Neutral,0.8048152923583984,2022-10-24 19:57:14+00:00,#jdvance #ohio #asskisser https://t.co/gSW7XUSpUf,EngagementXpert,JDVance
"{'label': 'Positive', 'score': 0.8558508157730103}",Positive,0.8558508157730103,2022-10-24 19:59:51+00:00,Proud to support @TimRyan for next #ohiosenator He won’t take away Medicare and Social Security or drug price limits like #JDVance and the #Republicans. Don’t be fooled. #Democrats and @POTUS reduced the deficit more this year than ever before. https://t.co/TOkxPMvR2c,OHnurse_america,JDVance
"{'label': 'Negative', 'score': 0.81327223777771}",Negative,0.81327223777771,2022-10-24 20:02:06+00:00,#JDVance #TraitorTrash 💋 @JDVance1 #JDVANCEWARONWOMENANDGIRLS #OhioDeservesBetter #FlipOhioBlue #DemocracyIsOnTheBallot #RoevemberIsComing #VoteBlueToSaveAmerica https://t.co/9PRYICvZ6m,SueSrod8128,JDVance
"{'label': 'Neutral', 'score': 0.5101057887077332}",Neutral,0.5101057887077332,2022-10-24 20:31:06+00:00,@JuveFanFromNY I gave up trying to get follows. Was hoping to spread #BlueTsunami wave and at least get some support for #TimRyan in OH,steinmondo,TimRyan
"{'label': 'Negative', 'score': 0.7607184052467346}",Negative,0.7607184052467346,2022-10-24 20:43:59+00:00,"In Ohio, #JDVance faces backlash in Ukrainian community over war stance LOL Some claim the US has too much debt Apparently ignoring the FACT that Trump #GOP put us there. #Biden has done wonders yet they turn a blind eye #VoteBlueOhio Don’t let MAGA bully https://t.co/90NZnUjO3H",RunHarderIn2022,JDVance
"{'label': 'Negative', 'score': 0.6379430294036865}",Negative,0.6379430294036865,2022-10-24 20:48:12+00:00,JD Vance invests in foreign workers while telling MAGA people he opposes immigration.  J.D. Vance's investments made use of H-1B visas he opposes https://t.co/EzN4hOzF6z #JDVance,janeite88,JDVance
"{'label': 'Positive', 'score': 0.7788044810295105}",Positive,0.7788044810295105,2022-10-24 21:05:15+00:00,"@ChocaholicBrit Every vote counts! If we vote, we win! 

Many states have started early voting already. Vote NOW &amp; avoid Election Day lines. In Ohio, vote #TimRyan! https://t.co/gdvI5nIamP",Dovewoman1,TimRyan
"{'label': 'Positive', 'score': 0.8855013847351074}",Positive,0.8855013847351074,2022-10-24 21:15:45+00:00,#TimRyan Go go go Timmy~! https://t.co/YHnVmskgKX,GoldenRiverJa,TimRyan
"{'label': 'Positive', 'score': 0.9106566309928894}",Positive,0.9106566309928894,2022-10-24 21:16:09+00:00,Two new polls from Siena and Marist show #TimRyan and #JDVance tied. That is amazing for a GOP-leaning #Ohio. Tim Ryan could actually win this thing and put the #Senate out of reach for the #Republicans. #Vote #VoteBlue #VoteDemocrat 🇺🇸 https://t.co/1IrUb9p4Xm,DocBarrister,JDVance
"{'label': 'Positive', 'score': 0.9106566309928894}",Positive,0.9106566309928894,2022-10-24 21:16:09+00:00,Two new polls from Siena and Marist show #TimRyan and #JDVance tied. That is amazing for a GOP-leaning #Ohio. Tim Ryan could actually win this thing and put the #Senate out of reach for the #Republicans. #Vote #VoteBlue #VoteDemocrat 🇺🇸 https://t.co/1IrUb9p4Xm,DocBarrister,TimRyan
"{'label': 'Neutral', 'score': 0.9239168763160706}",Neutral,0.9239168763160706,2022-10-24 21:32:50+00:00,@tndp @TNGOP #vote #Midterms #ValDemmings #TimRyan #mandelabarns #chrisbeasley #JohnFetterman #raphaelwarnock https://t.co/VzuPDj2uiz,MauriceHayes86,TimRyan
"{'label': 'Positive', 'score': 0.8459758758544922}",Positive,0.8459758758544922,2022-10-24 21:51:38+00:00,If #TimRyan wins - it will be even more incredible considering the astronomical amount of #DarkMoney in his race. https://t.co/OYFN99ufdD,Adriana1o5,TimRyan
"{'label': 'Negative', 'score': 0.9329591393470764}",Negative,0.9329591393470764,2022-10-24 22:12:26+00:00,"@kforbs @TimRyan @davematthewsbnd Everything #TimRyan and #Dems do, doesn't work and people still vote for them policies, smh!!",ShadowwBan,TimRyan
"{'label': 'Negative', 'score': 0.7709356546401978}",Negative,0.7709356546401978,2022-10-24 22:33:36+00:00,"@patchesmadie1 @kinley_brenda @senseidai @TimRyan Those polls are never accurate.  
Everyone must go out and VOTE.  #TimRyan",Lou2rose,TimRyan
"{'label': 'Negative', 'score': 0.9051857590675354}",Negative,0.9051857590675354,2022-10-24 22:34:21+00:00,"@RepTimRyan Hey Timmy. you are the blame for jobs leaving #Ohio, over 20ty year in office blame #TimRyan",MSchubert57,TimRyan
"{'label': 'Negative', 'score': 0.7114101648330688}",Negative,0.7114101648330688,2022-10-24 22:41:36+00:00,"@JDVance1 
Oh, you better watch yourself having a town hall with Democrats Bret #Baier and Martha #McCallum as moderators.
They will be out to take you down.
#JDVance  We need you in Ohio.  Ryan is both a pure smart ass and a liar.",gnsthewind,JDVance
"{'label': 'Neutral', 'score': 0.49043217301368713}",Neutral,0.49043217301368713,2022-10-24 22:53:02+00:00,"Please, please, please #vote #TimRyan #VoteBlueOrWeAreScrewed https://t.co/dEnWwO1HFE",angelsaura444,TimRyan
